Date,Open,High,Low,Close,Volume,AdjustedClose
20210712,750.000,760.000,750.000,760.000,3491400,760.000
20210713,760.000,765.000,750.000,760.000,8905300,760.000
20210714,760.000,765.000,750.000,760.000,3380900,760.000
20210715,760.000,765.000,750.000,765.000,6065900,765.000
20210716,765.000,770.000,760.000,765.000,3960600,765.000
20210719,765.000,770.000,755.000,760.000,4857000,760.000
20210721,760.000,765.000,750.000,760.000,3291100,760.000
20210722,765.000,765.000,755.000,760.000,2432300,760.000
20210723,765.000,765.000,755.000,760.000,1923000,760.000
20210726,765.000,765.000,750.000,755.000,6288300,755.000
20210727,755.000,775.000,750.000,765.000,12002600,765.000
20210728,770.000,815.000,765.000,810.000,57918700,810.000
20210729,820.000,820.000,795.000,800.000,23694200,800.000
20210730,805.000,810.000,760.000,805.000,9842300,805.000
20210802,805.000,815.000,800.000,800.000,9227900,800.000
20210803,800.000,810.000,800.000,800.000,11259800,800.000
20210804,810.000,810.000,800.000,805.000,6856900,805.000
20210805,805.000,805.000,795.000,800.000,10212800,800.000
20210806,800.000,810.000,790.000,795.000,4557800,795.000
20210809,805.000,810.000,805.000,810.000,11609100,810.000
20210810,810.000,815.000,790.000,800.000,10041500,800.000
20210812,800.000,805.000,795.000,800.000,15863700,800.000
20210813,800.000,810.000,800.000,805.000,6690800,805.000
20210816,800.000,800.000,790.000,800.000,5370600,800.000
20210818,800.000,800.000,790.000,790.000,4463200,790.000
20210819,790.000,805.000,790.000,790.000,9973200,790.000
20210820,795.000,800.000,790.000,795.000,1442000,795.000
20210823,795.000,800.000,780.000,800.000,9202700,800.000
20210824,800.000,800.000,790.000,795.000,6906100,795.000
20210825,795.000,800.000,790.000,800.000,2885700,800.000
20210826,790.000,800.000,790.000,790.000,1697100,790.000
20210827,795.000,800.000,790.000,800.000,5759600,800.000
20210830,800.000,805.000,790.000,800.000,4701700,800.000
20210831,800.000,800.000,790.000,795.000,9929300,795.000
20210901,800.000,800.000,790.000,795.000,3212200,795.000
20210902,795.000,800.000,785.000,795.000,4288200,795.000
20210903,795.000,800.000,790.000,790.000,3163100,790.000
20210906,795.000,795.000,780.000,785.000,9031200,785.000
20210907,785.000,790.000,780.000,780.000,7433300,780.000
20210908,780.000,790.000,780.000,780.000,6034400,780.000
20210909,780.000,790.000,775.000,790.000,9604500,790.000
20210910,790.000,795.000,785.000,785.000,5843900,785.000
20210913,785.000,790.000,780.000,790.000,2576200,790.000
20210914,795.000,795.000,785.000,790.000,5914400,790.000
20210915,790.000,795.000,785.000,790.000,3942100,790.000
20210916,800.000,800.000,785.000,785.000,5104600,785.000
20210917,785.000,790.000,780.000,790.000,3145000,790.000
20210920,790.000,790.000,785.000,790.000,4908200,790.000
20210921,790.000,795.000,785.000,795.000,3493800,795.000
20210922,795.000,795.000,785.000,795.000,4562900,795.000
20210923,790.000,795.000,785.000,795.000,7128600,795.000
20210924,795.000,800.000,785.000,795.000,2844900,795.000
20210927,790.000,795.000,780.000,795.000,11484100,795.000
20210928,795.000,795.000,785.000,795.000,8600200,795.000
20210929,790.000,795.000,775.000,775.000,12787300,775.000
20210930,775.000,780.000,770.000,770.000,9357700,770.000
20211001,770.000,775.000,770.000,770.000,5764400,770.000
20211004,775.000,775.000,770.000,770.000,5060300,770.000
20211005,770.000,775.000,760.000,760.000,10673200,760.000
20211006,760.000,770.000,755.000,755.000,13019100,755.000
20211007,760.000,770.000,755.000,770.000,10781400,770.000
20211008,770.000,775.000,760.000,775.000,10332300,775.000
20211011,775.000,780.000,765.000,775.000,4590800,775.000
20211012,775.000,775.000,765.000,775.000,8355100,775.000
20211013,775.000,775.000,765.000,775.000,6457300,775.000
20211014,775.000,775.000,765.000,775.000,8097900,775.000
20211015,775.000,780.000,765.000,775.000,5747200,775.000
20211018,775.000,800.000,770.000,795.000,24003100,795.000
20211019,795.000,900.000,795.000,860.000,186543800,860.000
20211021,860.000,880.000,840.000,840.000,48760900,840.000
20211022,840.000,860.000,825.000,830.000,25741900,830.000
20211025,830.000,850.000,830.000,840.000,13402400,840.000
20211026,850.000,895.000,835.000,890.000,37559500,890.000
20211027,890.000,895.000,850.000,850.000,18804100,850.000
20211028,850.000,850.000,820.000,820.000,18427200,820.000
20211029,820.000,845.000,820.000,845.000,11084400,845.000
20211101,845.000,855.000,835.000,840.000,15454500,840.000
20211102,840.000,860.000,835.000,860.000,17036000,860.000
20211103,860.000,870.000,850.000,870.000,12571800,870.000
20211104,870.000,870.000,855.000,860.000,6523700,860.000
20211105,870.000,890.000,860.000,865.000,21469700,865.000
20211108,865.000,885.000,865.000,885.000,9356300,885.000
20211109,890.000,905.000,880.000,885.000,8930800,885.000
20211110,890.000,915.000,885.000,910.000,20890300,910.000
20211111,915.000,920.000,905.000,915.000,7077700,915.000
20211112,915.000,925.000,900.000,920.000,8699500,920.000
20211115,920.000,930.000,900.000,910.000,20210200,910.000
20211116,915.000,920.000,900.000,915.000,13406600,915.000
20211117,915.000,920.000,900.000,900.000,5667800,900.000
20211118,900.000,915.000,890.000,900.000,12182000,900.000
20211119,900.000,910.000,900.000,910.000,6284000,910.000
20211122,910.000,930.000,905.000,930.000,14410800,930.000
20211123,935.000,935.000,910.000,930.000,6616600,930.000
20211124,930.000,935.000,920.000,925.000,5304600,925.000
20211125,925.000,925.000,915.000,915.000,3400200,915.000
20211126,915.000,925.000,895.000,915.000,7929400,915.000
20211129,915.000,915.000,870.000,915.000,7968000,915.000
20211130,915.000,925.000,905.000,915.000,7876000,915.000
20211201,915.000,920.000,880.000,900.000,9330600,900.000
20211202,900.000,910.000,895.000,910.000,2668000,910.000
20211203,915.000,915.000,900.000,905.000,2082500,905.000
20211206,905.000,915.000,900.000,915.000,8336200,915.000
20211207,915.000,915.000,900.000,900.000,5450100,900.000
20211208,900.000,905.000,885.000,885.000,11928500,885.000
20211209,890.000,895.000,880.000,895.000,5013600,895.000
20211210,895.000,900.000,890.000,900.000,2463900,900.000
20211213,900.000,905.000,890.000,890.000,4583900,890.000
20211214,890.000,900.000,880.000,880.000,6314400,880.000
20211215,880.000,900.000,875.000,875.000,7085000,875.000
20211216,875.000,895.000,875.000,895.000,6482000,895.000
20211217,895.000,900.000,875.000,875.000,7325200,875.000
20211220,875.000,885.000,865.000,865.000,8629500,865.000
20211221,865.000,880.000,860.000,865.000,4906800,865.000
20211222,865.000,880.000,865.000,875.000,4295400,875.000
20211223,875.000,885.000,870.000,880.000,5398500,880.000
20211224,880.000,880.000,870.000,875.000,2707000,875.000
20211227,875.000,880.000,870.000,870.000,2164100,870.000
20211228,880.000,880.000,865.000,870.000,1725600,870.000
20211229,870.000,880.000,870.000,875.000,3802700,875.000
20211230,880.000,880.000,865.000,865.000,3728800,865.000
20220103,865.000,875.000,865.000,870.000,4962600,870.000
20220104,870.000,910.000,865.000,900.000,17952800,900.000
20220105,905.000,915.000,900.000,910.000,18710800,910.000
20220106,910.000,930.000,910.000,925.000,14432900,925.000
20220107,925.000,970.000,925.000,950.000,24948100,950.000
20220110,950.000,975.000,945.000,970.000,18666100,970.000
20220111,970.000,985.000,940.000,955.000,15825400,955.000
20220112,955.000,960.000,940.000,950.000,6639800,950.000
20220113,950.000,960.000,935.000,935.000,6147300,935.000
20220114,935.000,960.000,935.000,935.000,6774800,935.000
20220117,945.000,950.000,935.000,945.000,6734400,945.000
20220118,945.000,955.000,935.000,950.000,5039800,950.000
20220119,955.000,965.000,945.000,950.000,11288300,950.000
20220120,950.000,955.000,940.000,940.000,3997800,940.000
20220121,940.000,945.000,935.000,935.000,2741000,935.000
20220124,935.000,945.000,930.000,935.000,4422400,935.000
20220125,935.000,940.000,925.000,940.000,7277500,940.000
20220126,940.000,950.000,930.000,940.000,7461600,940.000
20220127,935.000,945.000,920.000,925.000,11777200,925.000
20220128,925.000,940.000,915.000,925.000,8035900,925.000
20220131,925.000,940.000,925.000,930.000,4793500,930.000
20220202,930.000,940.000,930.000,940.000,4491700,940.000
20220203,940.000,940.000,930.000,935.000,2636200,935.000
20220204,935.000,940.000,920.000,920.000,8393600,920.000
20220207,935.000,940.000,920.000,925.000,9919000,925.000
20220208,940.000,1000.000,915.000,925.000,72039000,925.000
20220209,930.000,940.000,925.000,935.000,16184500,935.000
20220210,935.000,950.000,925.000,935.000,25677400,935.000
20220211,935.000,945.000,930.000,945.000,7196000,945.000
20220214,945.000,960.000,930.000,955.000,36985700,955.000
20220215,955.000,960.000,940.000,945.000,11205900,945.000
20220216,945.000,955.000,945.000,945.000,10106600,945.000
20220217,945.000,960.000,945.000,955.000,8316700,955.000
20220218,955.000,980.000,955.000,955.000,15089400,955.000
20220221,955.000,970.000,950.000,955.000,22948100,955.000
20220222,955.000,965.000,950.000,955.000,11190700,955.000
20220223,955.000,975.000,945.000,950.000,33593400,950.000
20220224,950.000,970.000,945.000,955.000,23691200,955.000
20220225,955.000,975.000,945.000,975.000,31421700,975.000
20220301,975.000,980.000,965.000,970.000,22803600,970.000
20220302,970.000,980.000,965.000,965.000,9735000,965.000
20220304,965.000,980.000,950.000,970.000,21802000,970.000
20220307,970.000,985.000,955.000,965.000,36451900,965.000
20220308,965.000,980.000,950.000,950.000,36192500,950.000
20220309,950.000,960.000,935.000,935.000,15080600,935.000
20220310,940.000,970.000,940.000,970.000,19175400,970.000
20220311,975.000,1000.000,965.000,1000.000,28689800,1000.000
20220314,1000.000,1035.000,1000.000,1020.000,23086600,1020.000
20220315,1025.000,1035.000,1020.000,1030.000,18358700,1030.000
20220316,1030.000,1070.000,1030.000,1040.000,35047600,1040.000
20220317,1050.000,1070.000,1040.000,1050.000,27228900,1050.000
20220318,1050.000,1060.000,1030.000,1040.000,9623300,1040.000
20220321,1040.000,1050.000,1020.000,1020.000,12490800,1020.000
20220322,1020.000,1040.000,1020.000,1040.000,19630100,1040.000
20220323,1040.000,1050.000,1025.000,1045.000,9359900,1045.000
20220324,1040.000,1050.000,1030.000,1030.000,9226800,1030.000
20220325,1030.000,1040.000,1025.000,1035.000,6845500,1035.000
20220328,1035.000,1035.000,1010.000,1020.000,10534800,1020.000
20220329,1020.000,1020.000,995.000,1000.000,34987200,1000.000
20220330,1005.000,1015.000,985.000,995.000,27236900,995.000
20220331,995.000,1025.000,990.000,1020.000,24594600,1020.000
20220401,1020.000,1025.000,950.000,955.000,232885800,955.000
20220404,955.000,970.000,940.000,965.000,91084900,965.000
20220405,965.000,975.000,955.000,960.000,66023100,960.000
20220406,960.000,975.000,940.000,940.000,103000400,940.000
20220407,950.000,950.000,930.000,940.000,85969500,940.000
20220408,930.000,940.000,920.000,935.000,68742600,935.000
20220411,940.000,940.000,900.000,905.000,32633400,905.000
20220412,905.000,935.000,900.000,905.000,34408100,905.000
20220413,910.000,925.000,905.000,905.000,28363900,905.000
20220414,905.000,925.000,905.000,910.000,43815400,910.000
20220418,910.000,920.000,910.000,915.000,12882200,915.000
20220419,915.000,930.000,910.000,930.000,30734400,930.000
20220420,935.000,940.000,925.000,940.000,18234800,940.000
20220421,945.000,950.000,930.000,930.000,19565300,930.000
20220422,930.000,940.000,925.000,935.000,22036200,935.000
20220425,935.000,940.000,915.000,920.000,47618000,920.000
20220426,920.000,940.000,910.000,940.000,38301000,940.000
20220427,940.000,950.000,930.000,940.000,32384200,940.000
20220428,940.000,945.000,935.000,940.000,13466300,940.000
20220509,945.000,950.000,920.000,940.000,33367900,940.000
20220510,925.000,945.000,910.000,935.000,22324300,935.000
20220511,935.000,940.000,920.000,920.000,13853400,920.000
20220512,920.000,930.000,900.000,900.000,21435600,900.000
20220513,900.000,925.000,900.000,925.000,8891900,925.000
20220517,925.000,930.000,920.000,925.000,8760000,925.000
20220518,930.000,940.000,920.000,930.000,12500800,930.000
20220519,925.000,965.000,920.000,965.000,29826100,965.000
20220520,965.000,970.000,950.000,960.000,36285700,960.000
20220523,960.000,970.000,945.000,960.000,14685700,960.000
20220524,960.000,965.000,940.000,945.000,16322900,945.000
20220525,945.000,960.000,945.000,960.000,7942500,960.000
20220527,960.000,970.000,950.000,965.000,35631600,965.000
20220530,970.000,970.000,965.000,965.000,21273400,965.000
20220531,965.000,1020.000,965.000,1020.000,38166300,1020.000
20220602,1020.000,1020.000,975.000,1000.000,25951700,1000.000
20220603,1000.000,1010.000,985.000,985.000,10811000,985.000
20220606,990.000,995.000,980.000,990.000,22751900,990.000
20220607,990.000,995.000,980.000,985.000,18315600,985.000
20220608,985.000,995.000,975.000,985.000,11569500,985.000
20220609,985.000,985.000,975.000,975.000,14127000,975.000
20220610,975.000,980.000,965.000,975.000,10583900,975.000
20220613,990.000,990.000,945.000,960.000,11302800,960.000
20220614,960.000,960.000,945.000,945.000,9965200,945.000
20220615,950.000,955.000,935.000,950.000,14085600,950.000
20220616,950.000,970.000,945.000,950.000,17240100,950.000
20220617,960.000,960.000,945.000,960.000,6103900,960.000
20220620,965.000,970.000,945.000,965.000,7590600,965.000
20220621,965.000,970.000,945.000,955.000,34435800,955.000
20220622,960.000,975.000,955.000,975.000,17243500,975.000
20220623,975.000,985.000,970.000,985.000,24216400,985.000
20220624,985.000,1000.000,980.000,990.000,40698400,990.000
20220627,990.000,1005.000,980.000,985.000,25762900,985.000
20220628,990.000,995.000,985.000,995.000,26245400,995.000
20220629,1000.000,1010.000,980.000,995.000,31717100,995.000
20220630,1000.000,1000.000,985.000,1000.000,17508800,1000.000
20220701,1000.000,1000.000,975.000,990.000,18337300,990.000
20220704,990.000,990.000,955.000,985.000,10779600,985.000
20220705,985.000,990.000,975.000,975.000,12257200,975.000
20220706,975.000,990.000,975.000,980.000,11906500,980.000
20220707,980.000,990.000,975.000,985.000,12124700,985.000
20220708,985.000,985.000,970.000,970.000,15321400,970.000
20220711,970.000,990.000,970.000,980.000,7225800,980.000
20220712,985.000,985.000,965.000,980.000,6288100,980.000
20220713,980.000,980.000,950.000,955.000,23296800,955.000
20220714,965.000,975.000,950.000,970.000,21523100,970.000
20220715,970.000,975.000,960.000,965.000,11758100,965.000
20220718,965.000,970.000,950.000,960.000,13123400,960.000
20220719,960.000,960.000,955.000,960.000,15418100,960.000
20220720,965.000,990.000,960.000,970.000,52164300,970.000
20220721,970.000,990.000,965.000,985.000,38034900,985.000
20220722,985.000,990.000,970.000,975.000,12551200,975.000
20220725,975.000,985.000,970.000,980.000,8202100,980.000
20220726,980.000,985.000,970.000,970.000,13181800,970.000
20220727,990.000,990.000,970.000,975.000,6607700,975.000
20220728,990.000,990.000,970.000,970.000,7380100,970.000
20220729,965.000,975.000,905.000,905.000,120064200,905.000
20220801,905.000,905.000,845.000,845.000,48485200,845.000
20220802,820.000,835.000,790.000,790.000,63233700,790.000
20220803,770.000,820.000,740.000,765.000,375365700,765.000
20220804,775.000,795.000,765.000,770.000,186712600,770.000
20220805,780.000,780.000,755.000,760.000,122651900,760.000
20220808,775.000,775.000,730.000,750.000,71565600,750.000
20220809,750.000,780.000,750.000,775.000,78580000,775.000
20220810,780.000,780.000,770.000,770.000,42157800,770.000
20220811,775.000,780.000,765.000,765.000,64313500,765.000
20220812,765.000,775.000,765.000,770.000,36069700,770.000
20220815,785.000,785.000,770.000,775.000,34490800,775.000
20220816,775.000,780.000,770.000,770.000,29553700,770.000
20220818,775.000,780.000,765.000,775.000,37383400,775.000
20220819,770.000,780.000,770.000,770.000,38076600,770.000
20220822,770.000,775.000,750.000,750.000,71463900,750.000
20220823,780.000,780.000,745.000,750.000,68891300,750.000
20220824,750.000,755.000,750.000,750.000,27219800,750.000
20220825,755.000,755.000,735.000,735.000,66742700,735.000
20220826,735.000,740.000,715.000,715.000,102408600,715.000
20220829,715.000,720.000,705.000,705.000,45251900,705.000
20220830,705.000,735.000,705.000,720.000,36311800,720.000
20220831,720.000,725.000,710.000,710.000,46691800,710.000
20220901,710.000,715.000,705.000,705.000,30755700,705.000
20220902,710.000,720.000,705.000,715.000,28109500,715.000
20220905,720.000,720.000,705.000,715.000,22452800,715.000
20220906,715.000,720.000,710.000,715.000,26764700,715.000
20220907,715.000,725.000,710.000,715.000,35735100,715.000
20220908,715.000,720.000,710.000,720.000,37805200,720.000
20220909,720.000,725.000,700.000,705.000,47289600,705.000
20220912,700.000,715.000,700.000,710.000,20510500,710.000
20220913,710.000,720.000,710.000,715.000,29213600,715.000
20220914,715.000,715.000,705.000,710.000,35986200,710.000
20220915,715.000,715.000,705.000,710.000,31969700,710.000
20220916,710.000,725.000,710.000,710.000,252174900,710.000
20220919,720.000,745.000,710.000,745.000,67078600,745.000
20220920,745.000,760.000,720.000,720.000,94229600,720.000
20220921,725.000,735.000,715.000,730.000,20632800,730.000
20220922,730.000,735.000,720.000,720.000,24906400,720.000
20220923,725.000,725.000,715.000,720.000,21674400,720.000
20220926,720.000,725.000,710.000,720.000,18423400,720.000
20220927,720.000,720.000,710.000,715.000,12252800,715.000
20220928,715.000,720.000,710.000,710.000,9788600,710.000
20220929,715.000,715.000,710.000,715.000,16856300,715.000
20220930,715.000,715.000,700.000,710.000,25830200,710.000
20221003,710.000,710.000,705.000,705.000,7992800,705.000
20221004,710.000,710.000,700.000,705.000,21584700,705.000
20221005,705.000,710.000,700.000,700.000,23348900,700.000
20221006,705.000,710.000,700.000,705.000,12986900,705.000
20221007,720.000,720.000,705.000,715.000,17042700,715.000
20221010,715.000,715.000,700.000,705.000,19845400,705.000
20221011,700.000,710.000,695.000,700.000,31483500,700.000
20221012,700.000,700.000,655.000,660.000,87832700,660.000
20221013,660.000,665.000,640.000,655.000,48015200,655.000
20221014,660.000,665.000,650.000,655.000,14048800,655.000
20221017,655.000,655.000,630.000,635.000,25618800,635.000
20221018,635.000,655.000,635.000,650.000,21150200,650.000
20221019,650.000,685.000,645.000,665.000,30741900,665.000
20221020,665.000,685.000,655.000,655.000,48548300,655.000
20221021,660.000,695.000,650.000,675.000,26110100,675.000
20221024,675.000,715.000,675.000,710.000,39609300,710.000
20221025,710.000,725.000,700.000,705.000,30678200,705.000
20221026,710.000,720.000,700.000,715.000,22979400,715.000
20221027,715.000,745.000,715.000,740.000,66714800,740.000
20221028,740.000,750.000,730.000,740.000,47345000,740.000
20221031,740.000,745.000,730.000,740.000,21267200,740.000
20221101,740.000,755.000,740.000,750.000,32979500,750.000
20221102,750.000,755.000,740.000,745.000,14944300,745.000
20221103,745.000,745.000,730.000,740.000,16508300,740.000
20221104,740.000,740.000,730.000,740.000,16484400,740.000
20221107,740.000,745.000,735.000,745.000,10418600,745.000
20221108,740.000,745.000,725.000,730.000,13814600,730.000
20221109,730.000,735.000,725.000,730.000,8090700,730.000
20221110,730.000,740.000,720.000,740.000,17109300,740.000
20221111,740.000,745.000,730.000,740.000,24651600,740.000
20221114,740.000,765.000,735.000,765.000,47179200,765.000
20221115,765.000,775.000,760.000,770.000,39228800,770.000
20221116,770.000,780.000,760.000,765.000,23753700,765.000
20221117,720.000,775.000,720.000,760.000,15925800,760.000
20221118,760.000,765.000,755.000,755.000,7155100,755.000
20221121,755.000,775.000,755.000,770.000,27438400,770.000
20221122,775.000,775.000,750.000,770.000,30027800,770.000
20221123,770.000,775.000,765.000,765.000,28966000,765.000
20221124,765.000,770.000,760.000,765.000,8354300,765.000
20221125,765.000,775.000,765.000,775.000,12183100,775.000
20221128,775.000,775.000,765.000,775.000,16742200,775.000
20221129,775.000,780.000,770.000,775.000,25690600,775.000
20221130,785.000,790.000,770.000,785.000,35758300,785.000
20221201,785.000,790.000,780.000,790.000,19154900,790.000
20221202,790.000,790.000,780.000,785.000,12754400,785.000
20221205,785.000,790.000,755.000,770.000,19697600,770.000
20221206,770.000,770.000,740.000,750.000,23813300,750.000
20221207,750.000,755.000,730.000,755.000,9501300,755.000
20221208,765.000,770.000,750.000,760.000,19967300,760.000
20221209,760.000,770.000,750.000,765.000,23815100,765.000
20221212,765.000,775.000,760.000,770.000,15716100,770.000
20221213,770.000,770.000,755.000,760.000,4848700,760.000
20221214,760.000,770.000,760.000,770.000,5010700,770.000
20221215,770.000,770.000,760.000,760.000,5482900,760.000
20221216,760.000,765.000,740.000,755.000,6622700,755.000
20221219,760.000,765.000,740.000,740.000,8422600,740.000
20221220,740.000,755.000,735.000,755.000,7333700,755.000
20221221,755.000,765.000,755.000,765.000,12400500,765.000
20221222,785.000,785.000,755.000,770.000,15811300,770.000
20221223,770.000,770.000,750.000,750.000,11238000,750.000
20221226,750.000,760.000,750.000,755.000,3374300,755.000
20221227,755.000,760.000,750.000,755.000,4405500,755.000
20221228,755.000,760.000,750.000,755.000,11546300,755.000
20221229,755.000,760.000,750.000,755.000,2838700,755.000
20221230,755.000,760.000,750.000,755.000,5382700,755.000
20230102,755.000,760.000,740.000,745.000,7427100,745.000
20230103,745.000,755.000,735.000,745.000,14826100,745.000
20230104,745.000,760.000,740.000,755.000,20365300,755.000
20230105,755.000,760.000,735.000,740.000,21265300,740.000
20230106,745.000,745.000,735.000,745.000,21720400,745.000
20230109,745.000,750.000,725.000,730.000,20380000,730.000
20230110,735.000,735.000,705.000,710.000,16850700,710.000
20230111,710.000,715.000,700.000,705.000,13210600,705.000
20230112,705.000,715.000,700.000,715.000,12816900,715.000
20230113,715.000,730.000,710.000,730.000,9146000,730.000
20230116,730.000,735.000,725.000,725.000,2515100,725.000
20230117,725.000,735.000,720.000,725.000,5495500,725.000
20230118,725.000,730.000,720.000,725.000,6500700,725.000
20230119,730.000,730.000,720.000,725.000,17890900,725.000
20230120,725.000,730.000,715.000,725.000,14313700,725.000
20230124,725.000,735.000,720.000,725.000,8110300,725.000
20230125,725.000,735.000,720.000,735.000,5141200,735.000
20230126,735.000,775.000,735.000,770.000,54097200,770.000
20230127,770.000,775.000,760.000,760.000,16559200,760.000
20230130,765.000,775.000,755.000,765.000,38204300,765.000
20230131,765.000,770.000,750.000,755.000,51946600,755.000
20230201,760.000,785.000,750.000,780.000,47704100,780.000
20230202,780.000,790.000,780.000,780.000,16119700,780.000
20230203,785.000,790.000,780.000,785.000,12148200,785.000
20230206,785.000,790.000,780.000,785.000,10386600,785.000
20230207,785.000,790.000,780.000,790.000,15220000,790.000
20230208,790.000,800.000,785.000,800.000,32264100,800.000
20230209,800.000,805.000,795.000,800.000,12433400,800.000
20230210,805.000,810.000,790.000,800.000,22152000,800.000
20230213,800.000,840.000,795.000,830.000,59743000,830.000
20230214,830.000,875.000,830.000,870.000,61787600,870.000
20230215,875.000,880.000,850.000,870.000,35880100,870.000
20230216,870.000,890.000,865.000,890.000,30954300,890.000
20230217,890.000,890.000,835.000,870.000,42626800,870.000
20230220,865.000,870.000,840.000,860.000,12567300,860.000
20230221,860.000,865.000,850.000,865.000,8414000,865.000
20230222,860.000,895.000,855.000,880.000,30059800,880.000
20230223,880.000,880.000,865.000,880.000,13395000,880.000
20230224,880.000,880.000,865.000,865.000,10448200,865.000
20230227,865.000,875.000,850.000,855.000,7665500,855.000
20230228,855.000,880.000,850.000,880.000,12895500,880.000
20230301,875.000,890.000,860.000,885.000,20995000,885.000
20230302,880.000,915.000,870.000,910.000,67484100,910.000
20230303,910.000,915.000,890.000,895.000,39836700,895.000
20230306,895.000,900.000,885.000,900.000,25615700,900.000
20230307,900.000,910.000,895.000,900.000,19887800,900.000
20230308,895.000,895.000,880.000,885.000,12806300,885.000
20230309,890.000,900.000,880.000,885.000,7390300,885.000
20230310,885.000,900.000,855.000,900.000,11715900,900.000
20230313,890.000,890.000,845.000,845.000,30837000,845.000
20230314,855.000,875.000,830.000,835.000,26968400,835.000
20230315,840.000,855.000,840.000,850.000,16690200,850.000
20230316,850.000,850.000,815.000,835.000,16373500,835.000
20230317,835.000,845.000,825.000,825.000,19127000,825.000
20230320,825.000,830.000,820.000,820.000,15367100,820.000
20230321,825.000,835.000,820.000,825.000,3589200,825.000
20230324,825.000,865.000,825.000,845.000,29700000,845.000
20230327,845.000,865.000,845.000,855.000,13145900,855.000
20230328,860.000,875.000,855.000,865.000,9961200,865.000
20230329,865.000,875.000,860.000,860.000,10852900,860.000
20230330,860.000,865.000,840.000,840.000,13173900,840.000
20230331,845.000,870.000,845.000,870.000,21936800,870.000
20230403,870.000,875.000,855.000,860.000,9668300,860.000
20230404,860.000,865.000,840.000,845.000,17326000,845.000
20230405,845.000,855.000,835.000,835.000,13901300,835.000
20230406,835.000,845.000,820.000,830.000,33276400,830.000
20230410,825.000,825.000,800.000,805.000,19171100,805.000
20230411,810.000,840.000,810.000,825.000,14242100,825.000
20230412,830.000,835.000,815.000,815.000,14729500,815.000
20230413,815.000,830.000,810.000,815.000,13713000,815.000
20230414,815.000,825.000,810.000,810.000,8553000,810.000
20230417,810.000,820.000,805.000,820.000,7171000,820.000
20230418,815.000,815.000,800.000,800.000,15031000,800.000
20230426,805.000,820.000,800.000,820.000,15551400,820.000
20230427,820.000,820.000,800.000,800.000,15317500,800.000
20230428,800.000,800.000,780.000,790.000,31918800,790.000
20230502,785.000,800.000,780.000,795.000,23061100,795.000
20230503,795.000,810.000,790.000,805.000,19706700,805.000
20230504,805.000,815.000,800.000,810.000,19887500,810.000
20230505,810.000,815.000,795.000,800.000,11352100,800.000
20230508,800.000,810.000,790.000,805.000,17847800,805.000
20230509,805.000,805.000,795.000,800.000,18332400,800.000
20230510,800.000,805.000,770.000,775.000,37613400,775.000
20230511,775.000,775.000,755.000,775.000,19488300,775.000
20230512,775.000,785.000,765.000,775.000,21086600,775.000
20230515,775.000,785.000,765.000,775.000,8562600,775.000
20230516,775.000,780.000,765.000,770.000,6389900,770.000
20230517,770.000,775.000,765.000,770.000,6507300,770.000
20230519,770.000,770.000,760.000,765.000,8757700,765.000
20230522,765.000,780.000,760.000,760.000,17296300,760.000
20230523,765.000,775.000,760.000,770.000,18819300,770.000
20230524,775.000,780.000,770.000,780.000,14100000,780.000
20230525,780.000,780.000,770.000,775.000,10450400,775.000
20230526,775.000,780.000,760.000,765.000,14505900,765.000
20230529,765.000,770.000,755.000,765.000,10358900,765.000
20230530,765.000,770.000,760.000,760.000,6224400,760.000
20230531,760.000,765.000,725.000,725.000,55033500,725.000
20230605,725.000,740.000,710.000,720.000,56893700,720.000
20230606,720.000,755.000,720.000,750.000,41582900,750.000
20230607,755.000,755.000,730.000,735.000,22241500,735.000
20230608,740.000,755.000,740.000,755.000,13853600,755.000
20230609,755.000,765.000,740.000,765.000,16070700,765.000
20230612,765.000,770.000,745.000,765.000,19108900,765.000
20230613,765.000,765.000,750.000,760.000,14638100,760.000
20230614,755.000,760.000,750.000,750.000,12571000,750.000
20230615,760.000,760.000,745.000,745.000,16198600,745.000
20230616,745.000,750.000,725.000,735.000,27334300,735.000
20230619,735.000,740.000,720.000,730.000,22621600,730.000
20230620,730.000,740.000,725.000,730.000,14019400,730.000
20230621,730.000,740.000,720.000,720.000,13634200,720.000
20230622,725.000,735.000,720.000,725.000,18735300,725.000
20230623,725.000,740.000,725.000,735.000,13373700,735.000
20230626,735.000,740.000,725.000,730.000,17621200,730.000
20230627,730.000,745.000,730.000,730.000,20242000,730.000
20230703,730.000,740.000,720.000,725.000,19919200,725.000
20230704,725.000,730.000,720.000,725.000,26122100,725.000
20230705,725.000,730.000,720.000,720.000,21028400,720.000
20230706,725.000,735.000,720.000,730.000,23614800,730.000
20230707,730.000,735.000,725.000,730.000,9987200,730.000
20230710,730.000,735.000,730.000,730.000,6987400,730.000
20230711,735.000,755.000,730.000,745.000,32188100,745.000
20230712,745.000,755.000,740.000,745.000,20900500,745.000
20230713,745.000,750.000,720.000,725.000,52633300,725.000
20230714,725.000,730.000,715.000,720.000,55430900,720.000
20230717,725.000,735.000,720.000,720.000,66123400,720.000
20230718,725.000,730.000,710.000,715.000,49694900,715.000
20230720,715.000,720.000,685.000,690.000,119083600,690.000
20230721,690.000,700.000,690.000,700.000,48824300,700.000
20230724,700.000,700.000,695.000,700.000,30279200,700.000
